AScore_Sample58,AScore_Sample59,AScore_Sample60,AScore_Sample61,AScore_Sample62,AScore_Sample63,AScore_Sample64,AScore_Sample65,AScore_Sample66,AScore_Sample67,AScore_Sample68,AScore_Sample69,AScore_Sample70,AScore_Sample71,AScore_Sample72,AScore_Sample73,AScore_Sample74,AScore_Sample75,AScore_Sample76,AScore_Sample77,AScore_Sample78,AScore_Sample79,AScore_Sample80,AScore_Sample81,AScore_Sample82,AScore_Sample83,AScore_Sample84,AScore_Sample157,AScore_Sample158,AScore_Sample159,AScore_Sample160,AScore_Sample161,AScore_Sample162,AScore_Sample163,AScore_Sample164,AScore_Sample165,AScore_Sample166,AScore_Sample167,AScore_Sample168,AScore_Sample169,AScore_Sample170,AScore_Sample171,AScore_Sample172,AScore_Sample173,AScore_Sample174,AScore_Sample175,AScore_Sample176,AScore_Sample177,AScore_Sample178,AScore_Sample179,AScore_Sample180,AScore_Sample181,AScore_Sample182,AScore_Sample183
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,S1:Biotinylation:1000.00;S2:Dehydration:1000.00;Q7:Deamidation (NQ):1000.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A1:Propionate labeling reagent light:1000.00,A1:Propionate labeling reagent light:1000.00,A1:Propionate labeling reagent light:1000.00,A1:Propionate labeling reagent light:1000.00,A1:Propionate labeling reagent light:1000.00,A1:Propionate labeling reagent light:1000.00,A1:Propionate labeling reagent light:1000.00,A1:Propionate labeling reagent light:1000.00,A1:Propionate labeling reagent light:1000.00,A1:Propionate labeling reagent light:1000.00,A1:Propionate labeling reagent light:1000.00,A1:Propionate labeling reagent light:1000.00,A1:Propionate labeling reagent light:1000.00,A1:Propionate labeling reagent light:1000.00,A1:Propionate labeling reagent light:1000.00,A1:Propionate labeling reagent light:1000.00,A1:Propionate labeling reagent light:1000.00,A1:Propionate labeling reagent light:1000.00,A1:Propionate labeling reagent light:1000.00,A1:Propionate labeling reagent light:1000.00,A1:Propionate labeling reagent light:1000.00,A1:Propionate labeling reagent light:1000.00,A1:Propionate labeling reagent light:1000.00,A1:Propionate labeling reagent light:1000.00,A1:Propionate labeling reagent light:1000.00,A1:Propionate labeling reagent light:1000.00,A1:Propionate labeling reagent light:1000.00,A1:Propionate labeling reagent light:1000.00,A1:Propionate labeling reagent light:1000.00,A1:Propionate labeling reagent light:1000.00,A1:Propionate labeling reagent light:1000.00,A1:Propionate labeling reagent light:1000.00,A1:Propionate labeling reagent light:1000.00,A1:Propionate labeling reagent light:1000.00,A1:Propionate labeling reagent light:1000.00,A1:Propionate labeling reagent light:1000.00,A1:Propionate labeling reagent light:1000.00,A1:Propionate labeling reagent light:1000.00,A1:Propionate labeling reagent light:1000.00,A1:Propionate labeling reagent light:1000.00,A1:Propionate labeling reagent light:1000.00,A1:Propionate labeling reagent light:1000.00,A1:Propionate labeling reagent light:1000.00,A1:Propionate labeling reagent light:1000.00,A1:Propionate labeling reagent light:1000.00,A1:Propionate labeling reagent light:1000.00,A1:Propionate labeling reagent light:1000.00,A1:Propionate labeling reagent light:1000.00,A1:Propionate labeling reagent light:1000.00,A1:Propionate labeling reagent light:1000.00,A1:Propionate labeling reagent light:1000.00,A1:Propionate labeling reagent light:1000.00,A1:Propionate labeling reagent light:1000.00,A1:Propionate labeling reagent light:1000.00
A1:Carbamylation:1000.00,A1:Carbamylation:1000.00,A1:Carbamylation:1000.00,A1:Carbamylation:1000.00,A1:Carbamylation:1000.00,A1:Carbamylation:1000.00,A1:Carbamylation:1000.00,A1:Carbamylation:1000.00,A1:Carbamylation:1000.00,A1:Carbamylation:1000.00,A1:Carbamylation:1000.00,A1:Carbamylation:1000.00,A1:Carbamylation:1000.00,A1:Carbamylation:1000.00,A1:Carbamylation:1000.00,A1:Carbamylation:1000.00,A1:Carbamylation:1000.00,A1:Carbamylation:1000.00,A1:Carbamylation:1000.00,A1:Carbamylation:1000.00,A1:Carbamylation:1000.00,A1:Carbamylation:1000.00,A1:Carbamylation:1000.00,A1:Carbamylation:1000.00,A1:Carbamylation:1000.00,A1:Carbamylation:1000.00,A1:Carbamylation:1000.00,A1:Carbamylation:1000.00,A1:Carbamylation:1000.00,A1:Carbamylation:1000.00,A1:Carbamylation:1000.00,A1:Carbamylation:1000.00,A1:Carbamylation:1000.00,A1:Carbamylation:1000.00,A1:Carbamylation:1000.00,A1:Carbamylation:1000.00,A1:Carbamylation:1000.00,A1:Carbamylation:1000.00,A1:Carbamylation:1000.00,A1:Carbamylation:1000.00,A1:Carbamylation:1000.00,A1:Carbamylation:1000.00,A1:Carbamylation:1000.00,A1:Carbamylation:1000.00,A1:Carbamylation:1000.00,A1:Carbamylation:1000.00,A1:Carbamylation:1000.00,A1:Carbamylation:1000.00,A1:Carbamylation:1000.00,A1:Carbamylation:1000.00,A1:Carbamylation:1000.00,A1:Carbamylation:1000.00,A1:Carbamylation:1000.00,A1:Carbamylation:1000.00
A1:Carbamidomethylation (DHKE  X@N-term):1000.00,A1:Carbamidomethylation (DHKE  X@N-term):1000.00,A1:Carbamidomethylation (DHKE  X@N-term):1000.00,A1:Carbamidomethylation (DHKE  X@N-term):1000.00,A1:Carbamidomethylation (DHKE  X@N-term):1000.00,A1:Carbamidomethylation (DHKE  X@N-term):1000.00,A1:Carbamidomethylation (DHKE  X@N-term):1000.00,A1:Carbamidomethylation (DHKE  X@N-term):1000.00,A1:Carbamidomethylation (DHKE  X@N-term):1000.00,A1:Carbamidomethylation (DHKE  X@N-term):1000.00,A1:Carbamidomethylation (DHKE  X@N-term):1000.00,A1:Carbamidomethylation (DHKE  X@N-term):1000.00,A1:Carbamidomethylation (DHKE  X@N-term):1000.00,A1:Carbamidomethylation (DHKE  X@N-term):1000.00,A1:Carbamidomethylation (DHKE  X@N-term):1000.00,A1:Carbamidomethylation (DHKE  X@N-term):1000.00,A1:Carbamidomethylation (DHKE  X@N-term):1000.00,A1:Carbamidomethylation (DHKE  X@N-term):1000.00,A1:Carbamidomethylation (DHKE  X@N-term):1000.00,A1:Carbamidomethylation (DHKE  X@N-term):1000.00,A1:Carbamidomethylation (DHKE  X@N-term):1000.00,A1:Carbamidomethylation (DHKE  X@N-term):1000.00,A1:Carbamidomethylation (DHKE  X@N-term):1000.00,A1:Carbamidomethylation (DHKE  X@N-term):1000.00,A1:Carbamidomethylation (DHKE  X@N-term):1000.00,A1:Carbamidomethylation (DHKE  X@N-term):1000.00,A1:Carbamidomethylation (DHKE  X@N-term):1000.00,A1:Carbamidomethylation (DHKE  X@N-term):1000.00,A1:Carbamidomethylation (DHKE  X@N-term):1000.00,A1:Carbamidomethylation (DHKE  X@N-term):1000.00,A1:Carbamidomethylation (DHKE  X@N-term):1000.00,A1:Carbamidomethylation (DHKE  X@N-term):1000.00,A1:Carbamidomethylation (DHKE  X@N-term):1000.00,A1:Carbamidomethylation (DHKE  X@N-term):1000.00,A1:Carbamidomethylation (DHKE  X@N-term):1000.00,A1:Carbamidomethylation (DHKE  X@N-term):1000.00,NA,A1:Carbamidomethylation (DHKE  X@N-term):1000.00,A1:Carbamidomethylation (DHKE  X@N-term):1000.00,A1:Carbamidomethylation (DHKE  X@N-term):1000.00,A1:Carbamidomethylation (DHKE  X@N-term):1000.00,A1:Carbamidomethylation (DHKE  X@N-term):1000.00,A1:Carbamidomethylation (DHKE  X@N-term):1000.00,A1:Carbamidomethylation (DHKE  X@N-term):1000.00,A1:Carbamidomethylation (DHKE  X@N-term):1000.00,A1:Carbamidomethylation (DHKE  X@N-term):1000.00,A1:Carbamidomethylation (DHKE  X@N-term):1000.00,A1:Carbamidomethylation (DHKE  X@N-term):1000.00,A1:Carbamidomethylation (DHKE  X@N-term):1000.00,A1:Carbamidomethylation (DHKE  X@N-term):1000.00,A1:Carbamidomethylation (DHKE  X@N-term):1000.00,A1:Carbamidomethylation (DHKE  X@N-term):1000.00,A1:Carbamidomethylation (DHKE  X@N-term):1000.00,A1:Carbamidomethylation (DHKE  X@N-term):1000.00
Q4:Deamidation (NQ):1000.00,Q4:Deamidation (NQ):1000.00,Q4:Deamidation (NQ):1000.00,Q4:Deamidation (NQ):1000.00,Q4:Deamidation (NQ):1000.00,Q4:Deamidation (NQ):1000.00,Q4:Deamidation (NQ):1000.00,Q4:Deamidation (NQ):1000.00,Q4:Deamidation (NQ):1000.00,Q4:Deamidation (NQ):1000.00,Q4:Deamidation (NQ):1000.00,Q4:Deamidation (NQ):1000.00,Q4:Deamidation (NQ):1000.00,Q4:Deamidation (NQ):1000.00,Q4:Deamidation (NQ):1000.00,Q4:Deamidation (NQ):1000.00,Q4:Deamidation (NQ):1000.00,Q4:Deamidation (NQ):1000.00,Q4:Deamidation (NQ):1000.00,Q4:Deamidation (NQ):1000.00,Q4:Deamidation (NQ):1000.00,Q4:Deamidation (NQ):1000.00,Q4:Deamidation (NQ):1000.00,Q4:Deamidation (NQ):1000.00,Q4:Deamidation (NQ):1000.00,Q4:Deamidation (NQ):1000.00,Q4:Deamidation (NQ):1000.00,Q4:Deamidation (NQ):1000.00,Q4:Deamidation (NQ):1000.00,Q4:Deamidation (NQ):1000.00,Q4:Deamidation (NQ):1000.00,Q4:Deamidation (NQ):1000.00,Q4:Deamidation (NQ):1000.00,Q4:Deamidation (NQ):1000.00,Q4:Deamidation (NQ):1000.00,Q4:Deamidation (NQ):1000.00,Q4:Deamidation (NQ):1000.00,Q4:Deamidation (NQ):1000.00,Q4:Deamidation (NQ):1000.00,Q4:Deamidation (NQ):1000.00,Q4:Deamidation (NQ):1000.00,Q4:Deamidation (NQ):1000.00,Q4:Deamidation (NQ):1000.00,Q4:Deamidation (NQ):1000.00,Q4:Deamidation (NQ):1000.00,Q4:Deamidation (NQ):1000.00,Q4:Deamidation (NQ):1000.00,Q4:Deamidation (NQ):1000.00,Q4:Deamidation (NQ):1000.00,Q4:Deamidation (NQ):1000.00,Q4:Deamidation (NQ):1000.00,Q4:Deamidation (NQ):1000.00,Q4:Deamidation (NQ):1000.00,Q4:Deamidation (NQ):1000.00
R9:Amidation:1000.00,R9:Amidation:1000.00,R9:Amidation:1000.00,NA,NA,R9:Amidation:1000.00,NA,NA,NA,R9:Amidation:1000.00,NA,R9:Amidation:1000.00,R9:Amidation:1000.00,R9:Amidation:1000.00,R9:Amidation:1000.00,R9:Amidation:1000.00,R9:Amidation:1000.00,R9:Amidation:1000.00,R9:Amidation:1000.00,R9:Amidation:1000.00,R9:Amidation:1000.00,R9:Amidation:1000.00,R9:Amidation:1000.00,R9:Amidation:1000.00,R9:Amidation:1000.00,R9:Amidation:1000.00,R9:Amidation:1000.00,R9:Amidation:1000.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,R9:Amidation:1000.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,R9:Amidation:1000.00,R9:Amidation:1000.00,R9:Amidation:1000.00,R9:Amidation:1000.00,NA,NA
A1:Propionate labeling reagent light:1000.00;Q4:Deamidation (NQ):1000.00,A1:Propionate labeling reagent light:1000.00;Q4:Deamidation (NQ):1000.00,A1:Propionate labeling reagent light:1000.00;Q4:Deamidation (NQ):1000.00,A1:Propionate labeling reagent light:1000.00;Q4:Deamidation (NQ):1000.00,A1:Propionate labeling reagent light:1000.00;Q4:Deamidation (NQ):1000.00,A1:Propionate labeling reagent light:1000.00;Q4:Deamidation (NQ):1000.00,A1:Propionate labeling reagent light:1000.00;Q4:Deamidation (NQ):1000.00,A1:Propionate labeling reagent light:1000.00;Q4:Deamidation (NQ):1000.00,A1:Propionate labeling reagent light:1000.00;Q4:Deamidation (NQ):1000.00,A1:Propionate labeling reagent light:1000.00;Q4:Deamidation (NQ):1000.00,A1:Propionate labeling reagent light:1000.00;Q4:Deamidation (NQ):1000.00,A1:Propionate labeling reagent light:1000.00;Q4:Deamidation (NQ):1000.00,A1:Propionate labeling reagent light:1000.00;Q4:Deamidation (NQ):1000.00,A1:Propionate labeling reagent light:1000.00;Q4:Deamidation (NQ):1000.00,A1:Propionate labeling reagent light:1000.00;Q4:Deamidation (NQ):1000.00,A1:Propionate labeling reagent light:1000.00;Q4:Deamidation (NQ):1000.00,A1:Propionate labeling reagent light:1000.00;Q4:Deamidation (NQ):1000.00,A1:Propionate labeling reagent light:1000.00;Q4:Deamidation (NQ):1000.00,NA,A1:Propionate labeling reagent light:1000.00;Q4:Deamidation (NQ):1000.00,A1:Propionate labeling reagent light:1000.00;Q4:Deamidation (NQ):1000.00,A1:Propionate labeling reagent light:1000.00;Q4:Deamidation (NQ):1000.00,A1:Propionate labeling reagent light:1000.00;Q4:Deamidation (NQ):1000.00,A1:Propionate labeling reagent light:1000.00;Q4:Deamidation (NQ):1000.00,A1:Propionate labeling reagent light:1000.00;Q4:Deamidation (NQ):1000.00,NA,A1:Propionate labeling reagent light:1000.00;Q4:Deamidation (NQ):1000.00,A1:Propionate labeling reagent light:1000.00;Q4:Deamidation (NQ):1000.00,A1:Propionate labeling reagent light:1000.00;Q4:Deamidation (NQ):1000.00,NA,A1:Propionate labeling reagent light:1000.00;Q4:Deamidation (NQ):1000.00,NA,A1:Propionate labeling reagent light:1000.00;Q4:Deamidation (NQ):1000.00,A1:Propionate labeling reagent light:1000.00;Q4:Deamidation (NQ):1000.00,A1:Propionate labeling reagent light:1000.00;Q4:Deamidation (NQ):1000.00,A1:Propionate labeling reagent light:1000.00;Q4:Deamidation (NQ):1000.00,NA,A1:Propionate labeling reagent light:1000.00;Q4:Deamidation (NQ):1000.00,NA,NA,A1:Propionate labeling reagent light:1000.00;Q4:Deamidation (NQ):1000.00,NA,NA,NA,NA,A1:Propionate labeling reagent light:1000.00;Q4:Deamidation (NQ):1000.00,A1:Propionate labeling reagent light:1000.00;Q4:Deamidation (NQ):1000.00,NA,A1:Propionate labeling reagent light:1000.00;Q4:Deamidation (NQ):1000.00,A1:Propionate labeling reagent light:1000.00;Q4:Deamidation (NQ):1000.00,NA,A1:Propionate labeling reagent light:1000.00;Q4:Deamidation (NQ):1000.00,A1:Propionate labeling reagent light:1000.00;Q4:Deamidation (NQ):1000.00,A1:Propionate labeling reagent light:1000.00;Q4:Deamidation (NQ):1000.00
A1:Propionate labeling reagent light:1000.00;R9:Amidation:1000.00,NA,NA,A1:Propionate labeling reagent light:1000.00;R9:Amidation:1000.00,A1:Propionate labeling reagent light:1000.00;R9:Amidation:1000.00,NA,A1:Propionate labeling reagent light:1000.00;R9:Amidation:1000.00,NA,NA,A1:Propionate labeling reagent light:1000.00;R9:Amidation:1000.00,A1:Propionate labeling reagent light:1000.00;R9:Amidation:1000.00,A1:Propionate labeling reagent light:1000.00;R9:Amidation:1000.00,NA,A1:Propionate labeling reagent light:1000.00;R9:Amidation:1000.00,NA,A1:Propionate labeling reagent light:1000.00;R9:Amidation:1000.00,NA,A1:Propionate labeling reagent light:1000.00;R9:Amidation:1000.00,A1:Propionate labeling reagent light:1000.00;R9:Amidation:1000.00,A1:Propionate labeling reagent light:1000.00;R9:Amidation:1000.00,A1:Propionate labeling reagent light:1000.00;R9:Amidation:1000.00,NA,A1:Propionate labeling reagent light:1000.00;R9:Amidation:1000.00,A1:Propionate labeling reagent light:1000.00;R9:Amidation:1000.00,NA,A1:Propionate labeling reagent light:1000.00;R9:Amidation:1000.00,NA,A1:Propionate labeling reagent light:1000.00;R9:Amidation:1000.00,NA,NA,A1:Propionate labeling reagent light:1000.00;R9:Amidation:1000.00,A1:Propionate labeling reagent light:1000.00;R9:Amidation:1000.00,A1:Propionate labeling reagent light:1000.00;R9:Amidation:1000.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,A1:Propionate labeling reagent light:1000.00;R9:Amidation:1000.00,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,A1:Carbamylation:1000.00;Q4:Deamidation (NQ):1000.00,NA,A1:Carbamylation:1000.00;Q4:Deamidation (NQ):1000.00,NA,A1:Carbamylation:1000.00;Q4:Deamidation (NQ):1000.00,NA,A1:Carbamylation:1000.00;Q4:Deamidation (NQ):1000.00,NA,NA,A1:Carbamylation:1000.00;Q4:Deamidation (NQ):1000.00,NA,A1:Carbamylation:1000.00;Q4:Deamidation (NQ):1000.00,NA,NA,NA,NA,A1:Carbamylation:1000.00;Q4:Deamidation (NQ):1000.00,A1:Carbamylation:1000.00;Q4:Deamidation (NQ):1000.00,A1:Carbamylation:1000.00;Q4:Deamidation (NQ):1000.00,A1:Carbamylation:1000.00;Q4:Deamidation (NQ):1000.00,A1:Carbamylation:1000.00;Q4:Deamidation (NQ):1000.00,A1:Carbamylation:1000.00;Q4:Deamidation (NQ):1000.00,A1:Carbamylation:1000.00;Q4:Deamidation (NQ):1000.00,A1:Carbamylation:1000.00;Q4:Deamidation (NQ):1000.00,NA,A1:Carbamylation:1000.00;Q4:Deamidation (NQ):1000.00,NA
NA,NA,NA,NA,NA,NA,A1:Carbamidomethylation (DHKE  X@N-term):1000.00;Q4:Deamidation (NQ):1000.00,NA,NA,NA,NA,A1:Carbamidomethylation (DHKE  X@N-term):1000.00;Q4:Deamidation (NQ):1000.00,NA,A1:Carbamidomethylation (DHKE  X@N-term):1000.00;Q4:Deamidation (NQ):1000.00,NA,NA,NA,NA,NA,NA,NA,NA,A1:Carbamidomethylation (DHKE  X@N-term):1000.00;Q4:Deamidation (NQ):1000.00,A1:Carbamidomethylation (DHKE  X@N-term):1000.00;Q4:Deamidation (NQ):1000.00,A1:Carbamidomethylation (DHKE  X@N-term):1000.00;Q4:Deamidation (NQ):1000.00,NA,A1:Carbamidomethylation (DHKE  X@N-term):1000.00;Q4:Deamidation (NQ):1000.00,NA,NA,NA,NA,NA,NA,NA,A1:Carbamidomethylation (DHKE  X@N-term):1000.00;Q4:Deamidation (NQ):1000.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,A1:Carbamidomethylation (DHKE  X@N-term):1000.00;Q4:Deamidation (NQ):1000.00,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,L1:Propionate labeling reagent light:1000.00;R3:Dimethylation(KR):41.52;K4:Dimethylation(KR):53.33,NA,NA,L1:Propionate labeling reagent light:1000.00;R3:Dimethylation(KR):46.13;K4:Dimethylation(KR):56.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
K1:Propionate labeling reagent light:1000.00,K1:Propionate labeling reagent light:1000.00,K1:Propionate labeling reagent light:1000.00,K1:Propionate labeling reagent light:1000.00,K1:Propionate labeling reagent light:1000.00,K1:Propionate labeling reagent light:1000.00,K1:Propionate labeling reagent light:1000.00,K1:Propionate labeling reagent light:1000.00,K1:Propionate labeling reagent light:1000.00,K1:Propionate labeling reagent light:1000.00,K1:Propionate labeling reagent light:1000.00,K1:Propionate labeling reagent light:1000.00,K1:Propionate labeling reagent light:1000.00,K1:Propionate labeling reagent light:1000.00,K1:Propionate labeling reagent light:1000.00,K1:Propionate labeling reagent light:1000.00,K1:Propionate labeling reagent light:1000.00,K1:Propionate labeling reagent light:1000.00,K1:Propionate labeling reagent light:1000.00,K1:Propionate labeling reagent light:1000.00,K1:Propionate labeling reagent light:1000.00,K1:Propionate labeling reagent light:1000.00,K1:Propionate labeling reagent light:1000.00,K1:Propionate labeling reagent light:1000.00,K1:Propionate labeling reagent light:1000.00,K1:Propionate labeling reagent light:1000.00,K1:Propionate labeling reagent light:1000.00,K1:Propionate labeling reagent light:1000.00,K1:Propionate labeling reagent light:1000.00,K1:Propionate labeling reagent light:1000.00,K1:Propionate labeling reagent light:1000.00,K1:Propionate labeling reagent light:1000.00,K1:Propionate labeling reagent light:1000.00,K1:Propionate labeling reagent light:1000.00,NA,K1:Propionate labeling reagent light:1000.00,K1:Propionate labeling reagent light:1000.00,K1:Propionate labeling reagent light:1000.00,K1:Propionate labeling reagent light:1000.00,K1:Propionate labeling reagent light:1000.00,K1:Propionate labeling reagent light:1000.00,K1:Propionate labeling reagent light:1000.00,K1:Propionate labeling reagent light:1000.00,K1:Propionate labeling reagent light:1000.00,NA,K1:Propionate labeling reagent light:1000.00,K1:Propionate labeling reagent light:1000.00,K1:Propionate labeling reagent light:1000.00,K1:Propionate labeling reagent light:1000.00,K1:Propionate labeling reagent light:1000.00,K1:Propionate labeling reagent light:1000.00,K1:Propionate labeling reagent light:1000.00,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P3:Oxidation or Hydroxylation:58.11;R4:Citrullination:59.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
H1:Propionate labeling reagent light:1000.00,H1:Propionate labeling reagent light:1000.00,H1:Propionate labeling reagent light:1000.00,H1:Propionate labeling reagent light:1000.00,H1:Propionate labeling reagent light:1000.00,H1:Propionate labeling reagent light:1000.00,H1:Propionate labeling reagent light:1000.00,H1:Propionate labeling reagent light:1000.00,H1:Propionate labeling reagent light:1000.00,H1:Propionate labeling reagent light:1000.00,H1:Propionate labeling reagent light:1000.00,H1:Propionate labeling reagent light:1000.00,H1:Propionate labeling reagent light:1000.00,H1:Propionate labeling reagent light:1000.00,H1:Propionate labeling reagent light:1000.00,H1:Propionate labeling reagent light:1000.00,H1:Propionate labeling reagent light:1000.00,H1:Propionate labeling reagent light:1000.00,H1:Propionate labeling reagent light:1000.00,H1:Propionate labeling reagent light:1000.00,H1:Propionate labeling reagent light:1000.00,H1:Propionate labeling reagent light:1000.00,H1:Propionate labeling reagent light:1000.00,H1:Propionate labeling reagent light:1000.00,H1:Propionate labeling reagent light:1000.00,H1:Propionate labeling reagent light:1000.00,H1:Propionate labeling reagent light:1000.00,H1:Propionate labeling reagent light:1000.00,H1:Propionate labeling reagent light:1000.00,H1:Propionate labeling reagent light:1000.00,H1:Propionate labeling reagent light:1000.00,H1:Propionate labeling reagent light:1000.00,H1:Propionate labeling reagent light:1000.00,H1:Propionate labeling reagent light:1000.00,H1:Propionate labeling reagent light:1000.00,H1:Propionate labeling reagent light:1000.00,H1:Propionate labeling reagent light:1000.00,H1:Propionate labeling reagent light:1000.00,H1:Propionate labeling reagent light:1000.00,H1:Propionate labeling reagent light:1000.00,H1:Propionate labeling reagent light:1000.00,H1:Propionate labeling reagent light:1000.00,H1:Propionate labeling reagent light:1000.00,H1:Propionate labeling reagent light:1000.00,H1:Propionate labeling reagent light:1000.00,H1:Propionate labeling reagent light:1000.00,H1:Propionate labeling reagent light:1000.00,H1:Propionate labeling reagent light:1000.00,H1:Propionate labeling reagent light:1000.00,H1:Propionate labeling reagent light:1000.00,H1:Propionate labeling reagent light:1000.00,H1:Propionate labeling reagent light:1000.00,H1:Propionate labeling reagent light:1000.00,H1:Propionate labeling reagent light:1000.00
H1:Carbamylation:1000.00,H1:Carbamylation:1000.00,H1:Carbamylation:1000.00,H1:Carbamylation:1000.00,H1:Carbamylation:1000.00,H1:Carbamylation:1000.00,H1:Carbamylation:1000.00,H1:Carbamylation:1000.00,NA,H1:Carbamylation:1000.00,H1:Carbamylation:1000.00,H1:Carbamylation:1000.00,H1:Carbamylation:1000.00,H1:Carbamylation:1000.00,H1:Carbamylation:1000.00,H1:Carbamylation:1000.00,H1:Carbamylation:1000.00,H1:Carbamylation:1000.00,H1:Carbamylation:1000.00,H1:Carbamylation:1000.00,H1:Carbamylation:1000.00,H1:Carbamylation:1000.00,H1:Carbamylation:1000.00,H1:Carbamylation:1000.00,H1:Carbamylation:1000.00,H1:Carbamylation:1000.00,NA,H1:Carbamylation:1000.00,H1:Carbamylation:1000.00,H1:Carbamylation:1000.00,H1:Carbamylation:1000.00,H1:Carbamylation:1000.00,H1:Carbamylation:1000.00,H1:Carbamylation:1000.00,H1:Carbamylation:1000.00,H1:Carbamylation:1000.00,H1:Carbamylation:1000.00,H1:Carbamylation:1000.00,H1:Carbamylation:1000.00,H1:Carbamylation:1000.00,H1:Carbamylation:1000.00,H1:Carbamylation:1000.00,H1:Carbamylation:1000.00,H1:Carbamylation:1000.00,H1:Carbamylation:1000.00,H1:Carbamylation:1000.00,H1:Carbamylation:1000.00,H1:Carbamylation:1000.00,H1:Carbamylation:1000.00,H1:Carbamylation:1000.00,H1:Carbamylation:1000.00,H1:Carbamylation:1000.00,H1:Carbamylation:1000.00,H1:Carbamylation:1000.00
NA,NA,NA,NA,NA,NA,NA,NA,NA,R7:Methylation(KR):1000.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,R7:Methylation(KR):1000.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
